PID,CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,KA_name,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue ,AvgFIXRevenue,TotalRevenue,ARPU,CHURN
115636813,Gold,SOHO,4000,AD,19,1,,20,224.5,0,224.5,11.82,No
202265622,Gold,SOHO,6000,VM,11,,,11,224.5,0,224.5,20.41,No
201381570,Gold,VSE,6600,RJ,7,,,7,224.67,0,224.67,32.1,No
115112771,Gold,SOHO,4000,VT,17,,,17,224.83,0,224.83,13.23,No
115579682,Silver,VSE,4004,VU,8,,,8,224.83,0,224.83,28.1,No
201111660,Platinum,SOHO,4000,VT,14,,,14,225,0,225,16.07,No
200207410,Gold,VSE,6000,DI,6,,,6,225,0,225,37.5,No
822090712,Gold,SOHO,4400,MT,15,1,,16,225.17,0,225.17,15.01,Yes
123501740,Gold,VSE,6000,VM,15,1,,16,225.17,0,225.17,15.01,No
108507348,Gold,VSE,6800,DI,23,4,,27,225.17,0,225.17,9.79,No
108682002,Gold,VSE,6600,DI,12,,,12,225.33,0,225.33,18.78,No
112530954,Gold,VSE,4400,MT,11,3,,14,225.5,0,225.5,20.5,No
115654918,Gold,SOHO,4002,VU,10,3,,13,225.67,0,225.67,22.57,Yes
160112695,Silver,SOHO,4210,VU,4,,,4,225.67,0,225.67,56.42,No
200729102,Gold,VSE,4360,VU,14,,,14,225.67,0,225.67,16.12,No
123072807,Silver,SOHO,6000,AD?,14,1,,15,225.67,0,225.67,16.12,No
115661859,Gold,VSE,4019,AD,26,,,26,225.83,0,225.83,8.69,No
200445657,Gold,VSE,4987,AD,7,3,,10,226,0,226,32.29,No
120515440,Gold,VSE,4850,VT,3,7,,10,226,0,226,75.33,No
123510013,Gold,VSE,6000,AD?,8,,,8,226,0,226,28.25,No
115891881,Gold,VSE,4000,AD,5,,,5,226.33,0,226.33,45.27,No
115010834,Gold,VSE,4000,VT,10,9,,19,226.33,0,226.33,22.63,No
115023664,Gold,SOHO,4000,Daniela Stefanova,9,,,9,226.33,0,226.33,25.15,No
123161985,Gold,VSE,6200,VM,12,1,,13,226.33,0,226.33,18.86,No
123060018,Gold,SOHO,6250,DI,7,,,7,226.33,0,226.33,32.33,No
126642109,Gold,VSE,6500,AD?,9,,,9,226.33,0,226.33,25.15,No
836146125,Gold,VSE,6400,AD?,30,5,,35,226.5,0,226.5,7.55,No
115881691,Gold,VSE,4150,VT,15,1,,16,226.67,0,226.67,15.11,No
112618450,Silver,VSE,4421,MT,3,3,1,7,226.83,0,226.83,75.61,No
123063509,Silver,SOHO,6100,DI,6,1,,7,226.83,0,226.83,37.81,No
833097751,Gold,SOHO,6000,AD?,17,,,17,226.83,0,226.83,13.34,No
115604511,Silver,SOHO,4135,AD,10,,,10,216.67,10.17,226.84,21.67,No
160076174,Gold,VSE,4230,VU,13,,,13,227,0,227,17.46,No
160100522,Silver,VSE,4003,VT,3,6,,9,227,0,227,75.67,No
460010,Gold,SOHO,4000,VU,13,,,13,227,0,227,17.46,No
123050561,Gold,VSE,6000,VM,9,4,,13,227.17,0,227.17,25.24,No
20989447,Gold,VSE,4003,Daniela Stefanova,11,1,,12,227.17,0,227.17,20.65,No
160071120,Gold,VSE,4000,Daniela Stefanova,12,9,,21,227.33,0,227.33,18.94,No
200095046,Gold,VSE,4190,Daniela Stefanova,6,,,6,227.33,0,227.33,37.89,No
123519037,Gold,VSE,6000,AD?,10,1,,11,227.33,0,227.33,22.73,No
112651183,Gold,SOHO,4400,MT,14,,,14,227.5,0,227.5,16.25,No
115824509,Gold,VSE,4000,Daniela Stefanova,16,2,,18,227.5,0,227.5,14.22,Yes
126738611,Gold,VSE,6300,RJ,7,1,,8,227.67,0,227.67,32.52,No
833017538,Silver,SOHO,6100,VM,11,,,11,227.83,0,227.83,20.71,No
123638696,Gold,SOHO,6138,AD?,13,1,,14,228,0,228,17.54,No
115753745,Gold,VSE,4220,Daniela Stefanova,17,,1,18,228.17,0,228.17,13.42,No
115818901,Gold,SOHO,4003,Daniela Stefanova,16,3,,19,228.17,0,228.17,14.26,No
833155126,Gold,SOHO,6100,AD?,9,,,9,175.17,53,228.17,19.46,No
40169517,Gold,VSE,4000,Daniela Stefanova,23,3,,26,228.67,0,228.67,9.94,Yes
115177445,Gold,VSE,4002,VU,11,6,,17,228.83,0,228.83,20.8,No
120541733,Silver,VSE,4700,VT,10,,,10,228.83,0,228.83,22.88,No
115018585,Gold,VSE,4000,Daniela Stefanova,13,6,1,20,228.83,0,228.83,17.6,No
454729,Gold,VSE,4000,Daniela Stefanova,20,7,,27,229,0,229,11.45,No
126657292,Silver,VSE,6500,RJ,8,1,,9,229,0,229,28.63,No
112050243,Gold,SOHO,4500,VT,9,1,,10,229.17,0,229.17,25.46,No
123629619,Gold,SOHO,6199,DI,10,,,10,229.33,0,229.33,22.93,No
200554877,Silver,VSE,4224,Daniela Stefanova,20,1,,21,229.33,0,229.33,11.47,No
126546107,Silver,SOHO,6404,AD?,8,2,,10,229.33,0,229.33,28.67,No
115026870,Silver,VSE,4023,AD,10,6,,16,229.5,0,229.5,22.95,No
120013084,Platinum,VSE,4824,VT,14,81,,95,229.5,0,229.5,16.39,No
123017141,Gold,SOHO,6100,AD?,5,4,,9,229.5,0,229.5,45.9,No
160130896,Gold,SOHO,4000,Daniela Stefanova,8,,,8,229.5,0,229.5,28.69,No
160063020,Gold,VSE,4000,VT,8,4,,12,229.83,0,229.83,28.73,Yes
200993792,Gold,VSE,4000,AD,20,,,20,230.17,0,230.17,11.51,No
160074159,Gold,VSE,4000,VT,4,1,,5,230.17,0,230.17,57.54,No
115828315,Gold,SOHO,4000,VU,18,,,18,230.2,0,230.2,12.79,No
123583407,Gold,VSE,6260,AD?,17,1,,18,230.33,0,230.33,13.55,No
20446953,Gold,VSE,4015,VU,15,,,15,230.5,0,230.5,15.37,No
115041064,Silver,SOHO,4190,VU,12,2,,14,230.5,0,230.5,19.21,No
115069416,Gold,VSE,4300,VT,14,1,,15,230.67,0,230.67,16.48,No
115713747,Gold,VSE,4300,VT,15,,,15,230.67,0,230.67,15.38,No
126541722,Gold,VSE,6400,DI,6,,,6,230.67,0,230.67,38.45,No
200195560,Gold,VSE,4850,Daniela Stefanova,11,8,,19,230.67,0,230.67,20.97,No
115274668,Silver,SOHO,4004,Daniela Stefanova,13,2,,15,145.83,85,230.83,11.22,No
115597068,Silver,SOHO,4218,VU,5,5,1,11,231,0,231,46.2,Yes
123578391,Gold,VSE,6000,VM,8,3,,11,231,0,231,28.88,No
160073674,Gold,VSE,4110,Daniela Stefanova,9,4,,13,231,0,231,25.67,Yes
200060615,Gold,VSE,4023,Daniela Stefanova,9,1,2,12,231,0,231,25.67,Yes
126733992,Gold,VSE,6300,RJ,7,1,,8,231,0,231,33,No
115731446,Gold,VSE,4230,VT,11,2,,13,231.17,0,231.17,21.02,No
120557374,Gold,VSE,4700,Daniela Stefanova,15,5,,20,231.17,0,231.17,15.41,No
40389520,Gold,VSE,4003,VT,13,21,,34,231.33,0,231.33,17.79,No
115817240,Gold,SOHO,4000,AD,21,,1,22,231.5,0,231.5,11.02,No
160078200,Silver,SOHO,4003,Daniela Stefanova,11,1,,12,151.5,80,231.5,13.77,No
123150921,Gold,VSE,6100,AD?,17,8,,25,231.67,0,231.67,13.63,No
126103777,Gold,SOHO,6400,VM,8,1,,9,231.83,0,231.83,28.98,No
822091101,Gold,VSE,4600,MT,11,2,,13,232,0,232,21.09,No
115846644,Gold,VSE,4019,VT,18,5,,23,232.17,0,232.17,12.9,No
833009662,Gold,VSE,6000,AD?,13,14,,27,232.17,0,232.17,17.86,No
160016298,Platinum,VSE,4028,Daniela Stefanova,10,1,1,12,232.33,0,232.33,23.23,No
123634751,Silver,VSE,6000,AD?,11,9,,20,232.33,0,232.33,21.12,No
830126621,Gold,VSE,4980,RJ,14,2,,16,232.33,0,232.33,16.6,No
160079131,Gold,VSE,4004,VU,5,,,5,232.5,0,232.5,46.5,No
115824772,Silver,SOHO,4000,VT,15,,,15,232.5,0,232.5,15.5,No
818009840,Gold,SOHO,6600,RJ,13,1,,14,232.5,0,232.5,17.88,No
112107349,Silver,SOHO,4530,VU,22,3,,25,232.67,0,232.67,10.58,No
200715818,Gold,SOHO,4003,VU,3,10,,13,232.67,0,232.67,77.56,Yes
115287653,Gold,VSE,4023,VT,11,5,,16,232.67,0,232.67,21.15,No
123090253,Gold,VSE,6155,DI,13,8,,21,232.67,0,232.67,17.9,No
123022262,Platinum,SOHO,6000,AD?,15,1,,16,232.83,0,232.83,15.52,No
836145710,Platinum,VSE,6304,RJ,23,,,23,233.17,0,233.17,10.14,No
123657892,Gold,SOHO,6000,AD?,13,3,,16,233.33,0,233.33,17.95,No
115574495,Gold,SOHO,4000,VU,14,,,14,233.5,0,233.5,16.68,No
160083432,Gold,SOHO,4230,VT,15,2,,17,233.67,0,233.67,15.58,No
123643273,Gold,VSE,6000,AD?,14,2,,16,233.67,0,233.67,16.69,No
201933008,Gold,SOHO,4000,AD,5,,,5,233.75,0,233.75,46.75,Yes
115030858,Gold,SOHO,4173,VU,26,,,26,233.83,0,233.83,8.99,No
160014895,Platinum,VSE,4023,Daniela Stefanova,16,1,,17,234,0,234,14.63,No
126738495,Gold,VSE,6300,RJ,21,6,,27,234,0,234,11.14,No
126655829,Gold,SOHO,6400,VM,9,2,,11,234.17,0,234.17,26.02,No
200014781,Gold,SOHO,4002,VU,11,,,11,234.33,0,234.33,21.3,No
108530592,Gold,SOHO,4199,VU,10,2,,12,234.67,0,234.67,23.47,No
123673697,Gold,SOHO,6000,DI,8,7,,15,234.67,0,234.67,29.33,No
115812115,Platinum,VSE,4003,VT,7,1,,8,234.83,0,234.83,33.55,No
123647407,Gold,SOHO,6000,AD?,7,,,7,234.83,0,234.83,33.55,No
108561890,Gold,SOHO,6750,RJ,10,1,,11,234.83,0,234.83,23.48,No
115768544,Gold,VSE,4230,VT,18,2,,20,235,0,235,13.06,No
825397667,Gold,VSE,4003,VU,15,2,,17,235.17,0,235.17,15.68,No
115317751,Gold,SOHO,6000,VM,15,8,,23,235.17,0,235.17,15.68,No
123750784,Gold,VSE,6000,AD?,6,3,,9,235.17,0,235.17,39.2,No
115790341,Gold,VSE,4270,AD,12,3,,15,235.33,0,235.33,19.61,No
160087992,Gold,VSE,4230,VU,4,5,,9,235.33,0,235.33,58.83,No
794308,Silver,SOHO,6060,DI,13,1,,14,235.33,0,235.33,18.1,No
126168117,Silver,VSE,6300,RJ,11,3,,14,235.33,0,235.33,21.39,No
818020452,Platinum,SOHO,6600,RJ,8,,,8,235.33,0,235.33,29.42,No
115620232,Gold,SOHO,4004,AD,9,2,,11,235.5,0,235.5,26.17,No
200455605,Silver,SOHO,6363,RJ,6,,,6,235.5,0,235.5,39.25,No
115853681,Silver,SOHO,4004,VT,13,5,,18,236.17,0,236.17,18.17,No
200039165,Gold,VSE,6000,DI,9,,,9,236.33,0,236.33,26.26,No
200087174,Gold,VSE,6000,AD?,11,,,11,236.33,0,236.33,21.48,No
115714913,Gold,SOHO,4023,AD,19,3,,22,236.67,0,236.67,12.46,No
115290464,Gold,VSE,4004,Daniela Stefanova,12,4,,16,236.67,0,236.67,19.72,No
115068684,Gold,VSE,4000,Daniela Stefanova,13,11,,24,236.67,0,236.67,18.21,No
115813509,Gold,VSE,4023,Daniela Stefanova,10,1,1,12,236.67,0,236.67,23.67,No
200087772,Silver,SOHO,8000,VM,15,10,,25,236.83,0,236.83,15.79,No
115658788,Gold,VSE,4000,Daniela Stefanova,21,1,,22,236.83,0,236.83,11.28,Yes
123652087,Gold,VSE,6000,AD?,7,2,,9,237,0,237,33.86,No
7706238442SMB,Silver,SOHO,6400,VM,12,,,12,237.17,0,237.17,19.76,No
6308312408SMB,Silver,SOHO,6600,RJ,3,,,3,237.17,0,237.17,79.06,No
123665437,Platinum,VSE,6000,VM,15,,,15,237.33,0,237.33,15.82,No
435508,Gold,VSE,4230,Daniela Stefanova,30,3,1,34,237.5,0,237.5,7.92,No
115861532,Gold,VSE,4003,Daniela Stefanova,9,,,9,237.67,0,237.67,26.41,No
833109965,Gold,SOHO,6058,AD?,17,,,17,237.83,0,237.83,13.99,No
115506855,Gold,VSE,4004,AD,20,8,,28,238,0,238,11.9,No
123137233,Gold,VSE,6000,VM,14,10,,24,238,0,238,17,No
126603743,Gold,VSE,6400,VM,8,,,8,238,0,238,29.75,No
131572872,Gold,SOHO,6400,VM,14,,,14,238,0,238,17,No
448509,Platinum,VSE,4000,AD,10,1,,11,228,10.17,238.17,22.8,No
115101839,Gold,VSE,4000,VU,17,1,,18,238.17,0,238.17,14.01,No
123122605,Gold,SOHO,6102,DI,13,7,,20,238.17,0,238.17,18.32,No
115877426,Gold,VSE,4000,Daniela Stefanova,22,1,,23,238.17,0,238.17,10.83,No
836021787,Gold,VSE,6300,RJ,8,5,,13,238.5,0,238.5,29.81,No
825341106,Gold,VSE,4000,VT,2,3,6,11,238.67,0,238.67,119.34,No
20828052,Silver,VSE,6450,AD?,4,2,,6,238.67,0,238.67,59.67,Yes
115033046,Gold,VSE,4180,VU,19,,,19,238.83,0,238.83,12.57,Yes
115064611,Gold,VSE,4023,VT,18,,,18,238.83,0,238.83,13.27,No
123646636,Gold,VSE,6000,VM,14,3,,17,239,0,239,17.07,No
112671652,Gold,VSE,4500,VU,3,,,3,239.33,0,239.33,79.78,No
115860170,Gold,VSE,4004,AD,22,1,,23,239.5,0,239.5,10.89,No
108014298,Gold,VSE,6600,RJ,18,49,,67,239.5,0,239.5,13.31,No
200652428,Silver,SOHO,6200,AD?,7,,,7,239.67,0,239.67,34.24,No
836029759,Platinum,VSE,6450,RJ,8,27,,35,239.67,0,239.67,29.96,Yes
115088345,Gold,VSE,4003,AD,16,5,,21,239.83,0,239.83,14.99,No
40254490,Platinum,VSE,4600,VT,15,4,,19,239.83,0,239.83,15.99,No
115146186,Gold,VSE,4210,AD,12,5,,17,240.17,0,240.17,20.01,No
112654336,Gold,SOHO,4400,MT,14,19,,33,240.17,0,240.17,17.16,No
123750453,Gold,VSE,6000,VM,22,,,22,240.17,0,240.17,10.92,No
123719988,Gold,VSE,6000,DI,5,2,,7,240.17,0,240.17,48.03,No
804161,Gold,SOHO,6100,DI,14,,,14,240.33,0,240.33,17.17,No
115546807,Gold,SOHO,4000,Daniela Stefanova,18,2,,20,240.33,0,240.33,13.35,No
833048213,Silver,VSE,6000,DI,7,2,,9,240.5,0,240.5,34.36,No
115168866,Gold,VSE,4001,Daniela Stefanova,14,,,14,240.67,0,240.67,17.19,No
115679782,Platinum,VSE,4000,Daniela Stefanova,12,,,12,240.67,0,240.67,20.06,No
126731006,Gold,VSE,6300,AD?,10,,,10,240.67,0,240.67,24.07,No
115082837,Gold,SOHO,4004,VU,4,,,4,240.83,0,240.83,60.21,No
115745556,Platinum,VSE,4000,VT,5,11,,16,240.83,0,240.83,48.17,No
836036853,Gold,VSE,6300,RJ,12,,,12,240.83,0,240.83,20.07,No
112623433,Silver,SOHO,4500,VU,17,2,,19,241.17,0,241.17,14.19,No
123686659,Gold,VSE,6000,VM,11,,,11,241.17,0,241.17,21.92,No
160054839,Silver,SOHO,4023,VU,17,,1,18,241.33,0,241.33,14.2,No
825070352,Gold,SOHO,4002,VT,14,4,,18,241.33,0,241.33,17.24,No
825299550,Platinum,VSE,4300,VT,13,1,,14,241.67,0,241.67,18.59,No
200980492,Platinum,SOHO,4824,Daniela Stefanova,10,,,10,241.83,0,241.83,24.18,No
123667502,Gold,SOHO,6000,DI,6,,,6,242,0,242,40.33,No
115244723,Gold,VSE,4000,Daniela Stefanova,15,13,,28,242,0,242,16.13,No
200544790,Gold,VSE,4021,AD,6,,,6,242.17,0,242.17,40.36,No
160108608,Gold,VSE,4000,VU,8,,1,9,242.17,0,242.17,30.27,No
115885978,Gold,SOHO,4000,VT,9,,,9,242.17,0,242.17,26.91,No
126734908,Gold,VSE,6300,RJ,17,,,17,242.33,0,242.33,14.25,No
112507845,Silver,SOHO,4400,MT,19,1,,20,242.83,0,242.83,12.78,No
115950646,Gold,VSE,4121,VT,14,,,14,243.17,0,243.17,17.37,No
123636268,Gold,SOHO,6000,AD?,11,1,,12,243.17,0,243.17,22.11,No
201000973,Gold,SOHO,6450,RJ,18,,,18,243.4,0,243.4,13.52,No
126630092,Gold,VSE,6450,AD?,19,,,19,243.5,0,243.5,12.82,No
115777785,Silver,VSE,6300,RJ,10,,,10,243.5,0,243.5,24.35,Yes
822115269,Gold,VSE,4581,MT,10,,,10,243.83,0,243.83,24.38,No
123617894,Silver,SOHO,6000,VM,6,,,6,244,0,244,40.67,No
115143119,Gold,SOHO,4241,VT,17,,,17,244.17,0,244.17,14.36,Yes
825150909,Gold,SOHO,4230,VT,19,,,19,244.17,0,244.17,12.85,No
112652829,Gold,VSE,4412,MT,9,,,9,244.17,0,244.17,27.13,No
115767905,Gold,VSE,4000,Daniela Stefanova,21,,,21,244.17,0,244.17,11.63,No
126105171,Gold,VSE,6400,AD?,13,2,,15,244.17,0,244.17,18.78,Yes
115307718,Gold,VSE,4000,AD,5,13,,18,244.33,0,244.33,48.87,No
112660517,Gold,VSE,4470,MT,15,2,,17,244.33,0,244.33,16.29,No
892122,Gold,SOHO,6400,VM,22,1,,23,244.33,0,244.33,11.11,No
111036365,Gold,VSE,3500,VM,12,,,12,244.33,0,244.33,20.36,No
123760173,Silver,VSE,2875,DI,17,,,17,244.33,0,244.33,14.37,No
115314146,Silver,VSE,4000,Daniela Stefanova,12,2,,14,244.33,0,244.33,20.36,Yes
108590575,Silver,SOHO,6600,RJ,10,1,,11,244.33,0,244.33,24.43,No
126132800,Gold,VSE,6400,AD?,12,,,12,244.67,0,244.67,20.39,No
115080163,Gold,SOHO,4003,VU,2,3,1,6,245,0,245,122.5,No
123675997,Gold,VSE,6000,VM,11,2,,13,245.5,0,245.5,22.32,Yes
5808238626SMB,Gold,VSE,6400,VM,10,,,10,245.5,0,245.5,24.55,No
115039939,Gold,VSE,4003,Daniela Stefanova,11,2,,13,245.5,0,245.5,22.32,Yes
160086649,Gold,VSE,4006,VU,11,1,,12,245.83,0,245.83,22.35,No
200502607,Gold,VSE,6300,AD?,7,1,,8,245.83,0,245.83,35.12,Yes
108512320,Gold,VSE,6600,RJ,9,,,9,245.83,0,245.83,27.31,No
115522884,Gold,SOHO,4021,AD,11,5,,16,246,0,246,22.36,No
200879041,Gold,SOHO,4023,Ginka Vachkova,11,,,11,246.33,0,246.33,22.39,No
40205648,Silver,SOHO,6300,RJ,5,1,,6,246.33,0,246.33,49.27,No
454750,Silver,SOHO,4000,Ginka Vachkova,15,,,15,246.5,0,246.5,16.43,No
825372728,Platinum,VSE,4000,VT,2,3,,5,205.33,41.33,246.66,102.67,No
126721866,Gold,VSE,6300,RJ,8,4,,12,246.67,0,246.67,30.83,No
102608949,Gold,SOHO,6000,AD?,17,2,,19,247,0,247,14.53,No
108684964,Gold,VSE,6600,RJ,11,1,,12,247,0,247,22.45,No
126529008,Gold,VSE,6450,VM,12,,,12,247.17,0,247.17,20.6,No
836149324,Bronze,SOHO,6450,VM,4,,,4,247.17,0,247.17,61.79,No
30072831,Gold,VSE,6600,AD?,13,5,,18,247.17,0,247.17,19.01,No
6312215007SMB,Gold,VSE,4004,VU,10,10,1,21,247.33,0,247.33,24.73,No
836034432,Gold,VSE,6450,AD?,9,1,,10,247.5,0,247.5,27.5,No
341222,Silver,SOHO,4400,MT,21,,,21,247.83,0,247.83,11.8,No
115134725,Gold,SOHO,4000,VU,16,,,16,248,0,248,15.5,No
115289608,Gold,VSE,4000,VU,15,,,15,248,0,248,16.53,Yes
123029318,Gold,VSE,6100,AD?,16,1,,17,248,0,248,15.5,No
126085247,Gold,SOHO,6400,RJ,11,6,,17,248,0,248,22.55,No
831276264,Gold,VSE,6400,AD?,11,1,,12,248.17,0,248.17,22.56,No
115101604,Gold,SOHO,4270,VU,8,1,,9,248.5,0,248.5,31.06,No
30190185,Silver,SOHO,6400,DI,13,1,,14,248.5,0,248.5,19.12,Yes
115791755,Gold,VSE,4210,Daniela Stefanova,14,1,,15,248.5,0,248.5,17.75,Yes
120612130,Silver,VSE,4850,Ginka Vachkova,14,1,,15,248.5,0,248.5,17.75,No
160076217,Gold,VSE,4002,Daniela Stefanova,14,,,14,248.5,0,248.5,17.75,No
836144081,Gold,SOHO,6500,RJ,7,1,,8,248.5,0,248.5,35.5,No
115870638,Gold,VSE,4300,VU,6,4,,10,248.67,0,248.67,41.45,No
108689228,Gold,VSE,6600,RJ,20,,1,21,248.67,0,248.67,12.43,No
123114462,Gold,VSE,6000,VM,5,,,5,249,0,249,49.8,No
160120973,Gold,SOHO,4004,Ginka Vachkova,11,4,,15,249,0,249,22.64,No
175224789,Silver,SOHO,4003,VU,12,,,12,249.17,0,249.17,20.76,No
123625948,Gold,SOHO,6000,DI,12,,,12,249.17,0,249.17,20.76,No
112532318,Gold,VSE,4400,MT,15,2,,17,249.33,0,249.33,16.62,No
123008384,Gold,VSE,6000,VM,9,2,,11,249.33,0,249.33,27.7,No
115848549,Gold,VSE,4006,VU,14,5,,19,249.5,0,249.5,17.82,No
115033854,Gold,VSE,4023,VU,20,1,,21,249.67,0,249.67,12.48,No
175310590,Platinum,VSE,4364,VT,8,,,8,250,0,250,31.25,No
833065604,Gold,SOHO,6000,VM,6,5,1,12,250,0,250,41.67,No
123061383,Gold,VSE,6000,AD?,19,4,,23,250,0,250,13.16,No
130266901,Gold,VSE,4400,MT,15,1,1,17,250.33,0,250.33,16.69,No
833155425,Platinum,VSE,6000,DI,17,2,,19,250.33,0,250.33,14.73,No
123740911,Gold,VSE,6000,VM,14,,,14,250.5,0,250.5,17.89,No
115090271,Platinum,VSE,4003,Ginka Vachkova,1,25,,26,250.6,0,250.6,250.6,No
115839831,Silver,SOHO,4230,VT,10,,,10,250.83,0,250.83,25.08,No
825008062,Gold,VSE,4000,VT,10,,,10,251.17,0,251.17,25.12,No
126125492,Gold,VSE,6300,RJ,6,,,6,251.17,0,251.17,41.86,Yes
200336024,Gold,VSE,7300,Ginka Vachkova,10,2,,12,251.33,0,251.33,25.13,No
120504585,Gold,VSE,4960,VT,16,19,,35,251.5,0,251.5,15.72,No
115298347,Gold,SOHO,4000,VU,10,2,,12,251.67,0,251.67,25.17,No
126514839,Gold,VSE,6300,AD?,15,,,15,251.67,0,251.67,16.78,No
126101527,Silver,SOHO,6400,DI,10,2,,12,251.83,0,251.83,25.18,No
115776726,Gold,VSE,4000,VU,9,1,,10,252,0,252,28,No
115105652,Platinum,VSE,4230,Ginka Vachkova,12,1,,13,252,0,252,21,No
123739389,Gold,VSE,6220,AD?,19,1,,20,252,0,252,13.26,No
891180,Iron,SOHO,6490,RJ,33,1,,34,252,0,252,7.64,No
128510768,Gold,SOHO,6560,RJ,17,,,17,252,0,252,14.82,No
825268416,Gold,VSE,4001,Ginka Vachkova,12,4,2,18,252.17,0,252.17,21.01,Yes
115863526,Gold,VSE,4230,VT,21,3,,24,252.33,0,252.33,12.02,No
200737387,Gold,VSE,4004,Daniela Stefanova,11,,,11,252.33,0,252.33,22.94,No
126640738,Gold,SOHO,6300,AD?,6,1,,7,252.33,0,252.33,42.06,No
115078194,Gold,SOHO,4000,Daniela Stefanova,6,6,,12,252.5,0,252.5,42.08,No
200171124,Gold,VSE,4000,Daniela Stefanova,19,2,,21,252.5,0,252.5,13.29,Yes
123681758,Gold,SOHO,6000,VM,12,,,12,252.67,0,252.67,21.06,No
115845624,Gold,VSE,4003,Ginka Vachkova,13,,,13,252.67,0,252.67,19.44,No
123500275,Gold,VSE,6000,VM,10,1,,11,252.83,0,252.83,25.28,No
123520107,Gold,VSE,6000,DI,14,,,14,252.83,0,252.83,18.06,No
175913535,Gold,VSE,4000,Jenia Gogova,8,,,8,252.83,0,252.83,31.6,No
126053541,Gold,VSE,6450,AD?,15,1,,16,252.83,0,252.83,16.86,No
115657106,Gold,VSE,4207,Jenia Gogova,7,7,,14,253,0,253,36.14,No
160091685,Silver,VSE,4000,Jenia Gogova,8,1,,9,253,0,253,31.63,No
123671689,Gold,VSE,6100,VM,17,,,17,253.33,0,253.33,14.9,No
115603005,Silver,VSE,4000,VT,11,,,11,253.5,0,253.5,23.05,No
126631785,Silver,SOHO,6400,VM,11,6,,17,253.5,0,253.5,23.05,No
126042025,Gold,VSE,6300,AD?,11,,,11,253.5,0,253.5,23.05,No
20994191,Silver,VSE,4000,Jenia Gogova,16,3,,19,253.67,0,253.67,15.85,No
123048158,Gold,VSE,6000,VM,9,,,9,253.83,0,253.83,28.2,No
40292021,Gold,VSE,6450,DI,12,5,,17,253.83,0,253.83,21.15,No
120613022,Gold,VSE,4960,VU,22,,,22,254,0,254,11.55,No
115760095,Gold,VSE,4000,AD,10,,,10,254.33,0,254.33,25.43,No
825385661,Gold,VSE,4020,AD,14,,,14,254.33,0,254.33,18.17,No
112037694,Gold,VSE,4400,MT,12,,,12,254.33,0,254.33,21.19,No
20997060,Gold,VSE,6600,DI,22,5,,27,254.33,0,254.33,11.56,No
40663932,Platinum,VSE,6500,RJ,10,1,,11,254.5,0,254.5,25.45,No
119036036,Gold,VSE,8875,RJ,20,1,,21,254.5,0,254.5,12.73,No
200592041,Gold,VSE,6000,DI,15,,,15,254.83,0,254.83,16.99,No
115760857,Gold,SOHO,4000,AD,9,9,,18,255.17,0,255.17,28.35,Yes
825337677,Gold,SOHO,4230,VT,17,3,,20,255.17,0,255.17,15.01,No
108521928,Gold,VSE,6600,RJ,11,3,,14,255.17,0,255.17,23.2,No
115674550,Silver,SOHO,4230,VT,11,3,,14,255.83,0,255.83,23.26,No
833028680,Gold,VSE,6000,AD?,9,2,,11,256.17,0,256.17,28.46,No
40725316,Gold,SOHO,4000,VU,10,,,10,255.83,0.83,256.66,25.58,No
200775103,Gold,SOHO,4000,VU,13,,,13,256.67,0,256.67,19.74,No
200239301,Gold,SOHO,4180,VT,7,,,7,256.67,0,256.67,36.67,No
126680572,Gold,VSE,6400,RJ,4,,,4,256.67,0,256.67,64.17,No
202037704,Silver,SOHO,6000,VM,10,,,10,256.83,0,256.83,25.68,No
123657910,Gold,SOHO,6000,AD?,5,2,,7,257,0,257,51.4,No
200412290,Gold,SOHO,4600,Daniela Stefanova,13,,,13,257.17,0,257.17,19.78,No
115517894,Silver,VSE,4003,Jenia Gogova,14,8,,22,257.67,0,257.67,18.41,No
825006556,Gold,VSE,4006,Daniela Stefanova,14,2,,16,257.67,0,257.67,18.41,No
115762705,Gold,VSE,4000,AD,15,7,,22,257.83,0,257.83,17.19,No
833037576,Gold,VSE,6000,AD?,8,1,,9,257.83,0,257.83,32.23,No
115583136,Gold,VSE,4000,AD,4,2,,6,258.33,0,258.33,64.58,Yes
123718879,Gold,VSE,6000,AD?,12,,,12,258.5,0,258.5,21.54,No
115082214,Gold,VSE,4020,AD,11,1,1,13,258.67,0,258.67,23.52,No
126728348,Silver,SOHO,6500,RJ,9,,,9,258.67,0,258.67,28.74,No
126733612,Gold,VSE,6300,RJ,5,,,5,258.67,0,258.67,51.73,No
115862748,Gold,VSE,4003,AD,8,,,8,258.83,0,258.83,32.35,No
160080379,Gold,SOHO,4000,Daniela Stefanova,5,,,5,259,0,259,51.8,No
123079407,Gold,VSE,6100,AD?,18,1,,19,259,0,259,14.39,No
112053588,Gold,SOHO,4470,MT,3,1,,4,259.17,0,259.17,86.39,No
126528970,Gold,VSE,6500,RJ,8,,1,9,259.33,0,259.33,32.42,No
123689484,Platinum,VSE,6000,VM,13,2,,15,260,0,260,20,No
833060728,Gold,VSE,6000,AD?,11,,,11,260.17,0,260.17,23.65,No
115122694,Gold,VSE,4300,VT,12,,,12,260.33,0,260.33,21.69,No
